,sentence_text,e1_text,e2_text,relation_type,normalized_sentence
783,Two percent of patients treated concurrently with Kineret and etanercept developed neutropenia (ANC  1 x 109/L).,Kineret,etanercept,effect,Two percent patients treated concurrently DRUG OTHER_DRUG developed neutropenia (ANC 1 x 109/L).
784,"Drugs That Should Not Be Coadministered With VIRACEPT Antiarrhythmics: amiodarone, quinidine Antihistamines: astemizole, terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam, triazolam GI motility agents: cisapride",VIRACEPT,Antiarrhythmics,advise,Drugs Coadministered DRUG OTHER_DRUG : amiodarone quinidine Antihistamines: astemizole terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam triazolam GI motility agents: cisapride
785,"Drugs That Should Not Be Coadministered With VIRACEPT Antiarrhythmics: amiodarone, quinidine Antihistamines: astemizole, terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam, triazolam GI motility agents: cisapride",VIRACEPT,amiodarone,advise,Drugs Coadministered DRUG Antiarrhythmics: OTHER_DRUG quinidine Antihistamines: astemizole terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam triazolam GI motility agents: cisapride
786,"Drugs That Should Not Be Coadministered With VIRACEPT Antiarrhythmics: amiodarone, quinidine Antihistamines: astemizole, terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam, triazolam GI motility agents: cisapride",VIRACEPT,quinidine,advise,Drugs Coadministered DRUG Antiarrhythmics: amiodarone OTHER_DRUG Antihistamines: astemizole terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam triazolam GI motility agents: cisapride
787,"Drugs That Should Not Be Coadministered With VIRACEPT Antiarrhythmics: amiodarone, quinidine Antihistamines: astemizole, terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam, triazolam GI motility agents: cisapride",VIRACEPT,Antihistamines,advise,Drugs Coadministered DRUG Antiarrhythmics: amiodarone quinidine OTHER_DRUG : astemizole terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam triazolam GI motility agents: cisapride
788,"Drugs That Should Not Be Coadministered With VIRACEPT Antiarrhythmics: amiodarone, quinidine Antihistamines: astemizole, terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam, triazolam GI motility agents: cisapride",VIRACEPT,astemizole,advise,Drugs Coadministered DRUG Antiarrhythmics: amiodarone quinidine Antihistamines: OTHER_DRUG terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam triazolam GI motility agents: cisapride
789,"Drugs That Should Not Be Coadministered With VIRACEPT Antiarrhythmics: amiodarone, quinidine Antihistamines: astemizole, terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam, triazolam GI motility agents: cisapride",VIRACEPT,terfenadine,advise,Drugs Coadministered DRUG Antiarrhythmics: amiodarone quinidine Antihistamines: astemizole OTHER_DRUG Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam triazolam GI motility agents: cisapride
790,"Drugs That Should Not Be Coadministered With VIRACEPT Antiarrhythmics: amiodarone, quinidine Antihistamines: astemizole, terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam, triazolam GI motility agents: cisapride",VIRACEPT,ergot derivatives,advise,Drugs Coadministered DRUG Antiarrhythmics: amiodarone quinidine Antihistamines: astemizole terfenadine Antimigraine: OTHER_DRUG Antimycobacterial agents: rifampin Benzodiazepines midazolam triazolam GI motility agents: cisapride
791,"Drugs That Should Not Be Coadministered With VIRACEPT Antiarrhythmics: amiodarone, quinidine Antihistamines: astemizole, terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam, triazolam GI motility agents: cisapride",VIRACEPT,Antimycobacterial agents,advise,Drugs Coadministered DRUG Antiarrhythmics: amiodarone quinidine Antihistamines: astemizole terfenadine Antimigraine: ergot derivatives OTHER_DRUG : rifampin Benzodiazepines midazolam triazolam GI motility agents: cisapride
792,"Drugs That Should Not Be Coadministered With VIRACEPT Antiarrhythmics: amiodarone, quinidine Antihistamines: astemizole, terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam, triazolam GI motility agents: cisapride",VIRACEPT,rifampin,advise,Drugs Coadministered DRUG Antiarrhythmics: amiodarone quinidine Antihistamines: astemizole terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: OTHER_DRUG Benzodiazepines midazolam triazolam GI motility agents: cisapride
793,"Drugs That Should Not Be Coadministered With VIRACEPT Antiarrhythmics: amiodarone, quinidine Antihistamines: astemizole, terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam, triazolam GI motility agents: cisapride",VIRACEPT,Benzodiazepines,advise,Drugs Coadministered DRUG Antiarrhythmics: amiodarone quinidine Antihistamines: astemizole terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin OTHER_DRUG midazolam triazolam GI motility agents: cisapride
794,"Drugs That Should Not Be Coadministered With VIRACEPT Antiarrhythmics: amiodarone, quinidine Antihistamines: astemizole, terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam, triazolam GI motility agents: cisapride",VIRACEPT,midazolam,advise,Drugs Coadministered DRUG Antiarrhythmics: amiodarone quinidine Antihistamines: astemizole terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines OTHER_DRUG triazolam GI motility agents: cisapride
795,"Drugs That Should Not Be Coadministered With VIRACEPT Antiarrhythmics: amiodarone, quinidine Antihistamines: astemizole, terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam, triazolam GI motility agents: cisapride",VIRACEPT,triazolam,advise,Drugs Coadministered DRUG Antiarrhythmics: amiodarone quinidine Antihistamines: astemizole terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam OTHER_DRUG GI motility agents: cisapride
796,"Drugs That Should Not Be Coadministered With VIRACEPT Antiarrhythmics: amiodarone, quinidine Antihistamines: astemizole, terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam, triazolam GI motility agents: cisapride",VIRACEPT,cisapride,advise,Drugs Coadministered DRUG Antiarrhythmics: amiodarone quinidine Antihistamines: astemizole terfenadine Antimigraine: ergot derivatives Antimycobacterial agents: rifampin Benzodiazepines midazolam triazolam GI motility agents: OTHER_DRUG
797,Drugs Which Require a Dose Reduction When Coadminstered With VIRACEPT Antimycobacterial agents: rifabutin,VIRACEPT,Antimycobacterial agents,advise,Drugs Require Dose Reduction Coadminstered DRUG OTHER_DRUG : rifabutin
798,Drugs Which Require a Dose Reduction When Coadminstered With VIRACEPT Antimycobacterial agents: rifabutin,VIRACEPT,rifabutin,advise,Drugs Require Dose Reduction Coadminstered DRUG Antimycobacterial agents: OTHER_DRUG
799,"therefore, VIRACEPT should not be administered concurrently with terfenadine because of the potential for serious and/or life-threatening cardiac arrhythmias.",VIRACEPT,terfenadine,advise,therefore DRUG administered concurrently OTHER_DRUG potential serious and/or life threatening cardiac arrhythmias.
800,"Because a similar interaction is likely, VIRACEPT should also not be administered concurrently with astemizole.",VIRACEPT,astemizole,advise,similar interaction likely DRUG also administered concurrently OTHER_DRUG .
801,Indinavir: Coadministration of indinavir with VIRACEPT resulted in an 83% increase in nelfinavir plasma AUC and a 51% increase in indinavir plasma A.C.,indinavir,VIRACEPT,mechanism,Indinavir: Coadministration DRUG OTHER_DRUG resulted 83% increase nelfinavir plasma AUC 51% increase indinavir plasma A.C.
802,Ritonavir: Coadministration of ritonavir with VIRACEPT resulted in a 152% increase in nelfinavir plasma AUC and very little change in ritonavir plasma A.C.,ritonavir,VIRACEPT,mechanism,Ritonavir: Coadministration DRUG OTHER_DRUG resulted 152% increase nelfinavir plasma AUC little change ritonavir plasma A.C.
803,Saquinavir: Coadministration of saquinavir (using an experimental soft-gelatin capsule formulation of saquinavir 1200mg) with VIRACEPT resulted in an 18% increase in nelfinavir plasma AUC and a 4-fold increase in saquinavir plasma A.C.,saquinavir,VIRACEPT,mechanism,Saquinavir: Coadministration DRUG (using experimental soft gelatin capsule formulation saquinavir 1200mg) OTHER_DRUG resulted 18% increase nelfinavir plasma AUC 4 fold increase saquinavir plasma A.C.
804,Ketoconazole: Coadministration of ketoconazole with VIRACEPT resulted in a 35% increase in nelfinavir plasma A.C.,ketoconazole,VIRACEPT,mechanism,Ketoconazole: Coadministration DRUG OTHER_DRUG resulted 35% increase nelfinavir plasma A.C.
805,"therefore, nelfinavir should be administered (with food) one hour after or more than two hours before didanosine.",nelfinavir,didanosine,advise,therefore DRUG administered (with food) one hour two hours OTHER_DRUG .
806,A dose adjustment is not needed when zidovudine is administered with VIRACEPT.,zidovudine,VIRACEPT,advise,dose adjustment needed DRUG administered OTHER_DRUG .
807,Rifabutin: Coadministration of rifabutin and VIRACEPT resulted in a 32% decrease in nelfinavir plasma AUC and a 207% increase in rifabutin plasma A.C.,rifabutin,VIRACEPT,mechanism,Rifabutin: Coadministration DRUG OTHER_DRUG resulted 32% decrease nelfinavir plasma AUC 207% increase rifabutin plasma A.C.
808,It is recommended that the dose of rifabutin be reduced to one-half the usual dose when administered with VIRACEPT.,rifabutin,VIRACEPT,advise,recommended dose DRUG reduced one half usual dose administered OTHER_DRUG .
809,Rifampin: Coadministration of rifampin and VIRACEPT resulted in an 82% decrease in nelfinavir plasma A.C.,rifampin,VIRACEPT,mechanism,Rifampin: Coadministration DRUG OTHER_DRUG resulted 82% decrease nelfinavir plasma A.C.
810,VIRACEPT and rifampin should not be coadministered.,VIRACEPT,rifampin,advise,DRUG OTHER_DRUG coadministered.
811,Ethinyl Estradiol and Norethindrone: Coadministration of VIRACEPT with OVCON-35 resulted in a 47% decrease in ethinyl estradiol and an 18% decrease in norethindrone plasma concentrations.,VIRACEPT,OVCON-35,mechanism,Ethinyl Estradiol Norethindrone: Coadministration DRUG OTHER_DRUG resulted 47% decrease ethinyl estradiol 18% decrease norethindrone plasma concentrations.
812,Taking a rauwolfia alkaloid while you are taking or within 2 weeks of taking MAO inhibitors may increase the risk of central nervous system depression or may cause a severe high blood pressure reaction.,rauwolfia alkaloid,MAO inhibitors,effect,Taking DRUG taking within 2 weeks taking OTHER_DRUG may increase risk central nervous system depression may cause severe high blood pressure reaction.
813,Tissue culture and animal studies indicate that ELSPAR can diminish or abolish the effect of methotrexate on malignant cells.14 This effect on methotrexate activity persists as long as plasma asparagine levels are suppressed.,ELSPAR,methotrexate,effect,Tissue culture animal studies indicate DRUG diminish abolish effect OTHER_DRUG malignant cells.14 effect methotrexate activity persists long plasma asparagine levels suppressed.
814,"These results would seem to dictate against the clinical use of methotrexate with ELSPAR, or during the period following ELSPAR therapy when plasma asparagine levels are below normal.",methotrexate,ELSPAR,advise,results would seem dictate clinical use DRUG OTHER_DRUG period following ELSPAR therapy plasma asparagine levels normal.
815,"Metoclopramide: When coadministered with MONUROL, metoclopramide, a drug which increases gastrointestinal motility, lowers the serum concentration and urinary excretion of fosfomycin.",MONUROL,metoclopramide,mechanism,Metoclopramide: coadministered DRUG OTHER_DRUG drug increases gastrointestinal motility lowers serum concentration urinary excretion fosfomycin.
816,"Vitamin D3 administration to rachitic chicks was effective in significantly elevating duodenal arsenate absorption, acting primarily to enhance serosal transport.",Vitamin D3,arsenate,mechanism,DRUG administration rachitic chicks effective significantly elevating duodenal OTHER_DRUG absorption acting primarily enhance serosal transport.
817,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,acetaminophen,int,DRUG may interact following medications: OTHER_DRUG (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
818,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,Tylenol,int,DRUG may interact following medications: acetaminophen ( OTHER_DRUG ) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
819,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,antibiotics,int,DRUG may interact following medications: acetaminophen (Tylenol) OTHER_DRUG ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
820,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,ampicillin,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics OTHER_DRUG tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
821,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,tetracycline,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin OTHER_DRUG anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
822,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,anticonvulsants,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline OTHER_DRUG (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
823,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,Dilantin,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants ( OTHER_DRUG Phenobarbital Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
824,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,Phenobarbital,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin OTHER_DRUG Tegretol Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
825,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,Tegretol,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital OTHER_DRUG Trileptal Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
826,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,Trileptal,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol OTHER_DRUG Topamax Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
827,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,Topamax,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal OTHER_DRUG Felbatol) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
828,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,Felbatol,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax OTHER_DRUG ) antifungals (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
829,"Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, Trileptal, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (Neoral, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.",Etonogestrel,antifungals,int,DRUG may interact following medications: acetaminophen (Tylenol) antibiotics ampicillin tetracycline anticonvulsants (Dilantin Phenobarbital Tegretol Trileptal Topamax Felbatol) OTHER_DRUG (Gris PEG Nizoral Sporanox) atorvastatin (Lipitor) clofibrate (Atromid S) cyclosporine (Neoral Sandimmune) HIV drugs classified protease inhibitors (Agenerase Crixivan Fortovase Invirase Kaletra Norvir Viracept) morphine (Astramorph Kadian MS Contin) phenylbutazone prednisolone (Prelone) rifadin (rifampin) St. Johns wort temazepam theophylline (Theo Dur) vitamin C.
